Applied Filter Selection,,,,,,,,
,,,,,,,,
NE Name,NE Type,Msg Set,Msg ID,Detailed output,Severity Level,Including Ascending Severity Levels,Only events with annotation,Total Number
Parvez,PCS,140-25250,Minor,processing alarm,Cannot specify a remote recipient for the message,A recipient for the message enqueued to a non-persistent queue had a non-local address.,From Oracle doc: Do not specify the address field or specify the queue which is the target of the enqueue,-- not available --
Parvez,PCS,140-25251,Minor,processing alarm,exceeded maximum number of recipients for message,An attempt was made to issue an ENQUEUE call that exceeded the maximum number (1024) of recipients per message.,"From Oracle doc: Reduce the number of recipients to 1024 or less, and retry the call.",-- not available --
Parvez,PCS,140-25252,Minor,processing alarm,"listen failed, the address %s is a non-persistent queue",A non-persistent queue was specified as an address for an agent in the LISTEN call.,"From Oracle doc: Specify a normal queue as address for the agent, and retry the LISTEN call.",-- not available --
Parvez,PCS,140-25253,Minor,processing alarm,"listen failed, queue %s.%s is not enabled for dequeue",An attempt was made to specify a queue that is not enabled for dequeue in a LISTEN call.,"From Oracle doc: Enable the queue for dequeue using START_QUEUE, and retry the LISTEN call.",-- not available --
Parvez,PCS,140-25254,Minor,processing alarm,time-out in LISTEN while waiting for a message,The specified wait time has elapsed and there were no messages for any of the agents in the agent-list.,From Oracle doc: Try the LISTEN call with an appropriate time-out.,-- not available --
Parvez,PCS,140-25255,Minor,processing alarm,incorrect subscription %s %s,An incorrect subscription string was specified with OCIRegister.,From Oracle doc: Specify a subscription string using the [CONSUMER:]SCHEMA.QUEUE form.,-- not available --
Parvez,PCS,140-25256,Minor,processing alarm,consumer cannot be specified with a single-consumer queue or an exception queue,An attempt was made to specify a consumer in the subscription string when registering for notification on a single-consumer queue or an exception queue.,From Oracle doc: Do not specify the consumer in the subscription string.,-- not available --
Parvez,PCS,140-25257,Minor,processing alarm,consumer must be specified with a multi-consumer queue,An attempt was made to register on a multi-consumer queue without specifying a consumer in the subscription string.,From Oracle doc: Specify a consumer in the subscription string.,-- not available --
Parvez,PCS,140-25258,Minor,processing alarm,cannot register for notifications on an 8.0 style exception queue,An attempt was made to specify an 8.0 style exception queue in the subscription string of OCIRegister.,From Oracle doc: Specify a normal queue or a non-persistent queue.,-- not available --
Parvez,PCS,140-25259,Minor,processing alarm,cannot specify protocol for agent,The user specified the protocol attribute for an agent in the agent list.,From Oracle doc: Do not specify the protocol attribute of the agent object type.,-- not available --
Parvez,PCS,140-25261,Minor,processing alarm,JOB_QUEUE_PROCESSES must be at least 2 for AQ propagation,AQ Propagator encountered a setting for JOB_QUEUE_PROCESSES that is insufficient for AQ propagation.,From Oracle doc: Set the number of JOB_QUEUE_PROCESSES to at least 2 for AQ propagation.,-- not available --
Parvez,PCS,140-25262,Minor,processing alarm,agent name cannot be NULL if address is a multi-consumer queue,The name for the agent in the LISTEN call was not specified when the agent address was a multi-consumer queue.,From Oracle doc: Specify a non-NULL name for the agent.,-- not available --
Parvez,PCS,140-25263,Minor,processing alarm,no message in queue %s.%s with message ID %s,"An attempt was made to dequeue a message with a specific message ID, but no such message exists in the queue.",From Oracle doc: Try dequeue again with a valid message ID.,-- not available --
Parvez,PCS,140-25276,Minor,processing alarm,table specified is not a queue table,An invalid queue table name is specified.,From Oracle doc: Check the dictionary views to see if the table is a queue table.,-- not available --
Parvez,PCS,140-25277,Minor,processing alarm,cannot grant or revoke object privilege on release 8.0 compatible queues,An attempt was made to grant or revoke object privilege on release 8.0 style queues.,From Oracle doc: Convert the release 8.0 compatible queue table to release 8.1 compatible using DBMS_AQADM.MIGRATE_QUEUE_TABLE before granting or revoking object privilege.,-- not available --
Parvez,PCS,140-25278,Minor,processing alarm,grantee name cannot be NULL,An attempt was made to specify NULL for the grantee parameter.,From Oracle doc: Specify a valid grantee parameter.,-- not available --
Parvez,PCS,140-25350,Minor,processing alarm,maximum number of concurrent transaction branches exceeded,The limit on the number of concurrent transaction branches has been reached.,From Oracle doc: Increase the initialization parameter TRANSACTIONS and restart the system.,-- not available --
Parvez,PCS,140-25351,Minor,processing alarm,transaction is currently in use,The transaction is currently used by a different session.,From Oracle doc: Do not switch to a transaction attached to some other session.,-- not available --
Parvez,PCS,140-25352,Minor,processing alarm,no current transaction,The user session is not attached to any transaction.,From Oracle doc: Do not attempt to detach when there is no current transaction.,-- not available --
Parvez,PCS,140-25353,Minor,processing alarm,branch marked for deletion,"The branch specified cannot be killed immediately because another session is using the branch, but it has been marked for kill. This means it will be deleted as soon as possible after the current uninterruptable operation is completed.",From Oracle doc: No action is required for the branch to be deleted.,-- not available --
Parvez,PCS,140-25400,Minor,processing alarm,must replay fetch,A failure occurred since the last fetch on this statement. Failover was able to bring the statement to its original state to allow continued fetches.,From Oracle doc: This is an internally used error message and should not be seen by the user.,-- not available --
Parvez,PCS,140-25401,Minor,processing alarm,can not continue fetches,A failure occurred since the last fetch on this statement. Failover was unable to bring the statement to its original state to allow continued fetches.,From Oracle doc: Re-execute the statement and start fetching from the beginning.,-- not available --
Parvez,PCS,140-25402,Minor,processing alarm,transaction must roll back,A failure occurred while a transaction was active on this connection.,From Oracle doc: The client must roll back.,-- not available --
Parvez,PCS,140-25403,Minor,processing alarm,could not reconnect,"The connection to the database has been lost, and attempts to reconnect have failed.",From Oracle doc: Manually reconnect.,-- not available --
Parvez,PCS,140-25404,Minor,processing alarm,lost instance,The primary instance has died.,From Oracle doc: This is an internally used error message and should not be seen by the user.,-- not available --
Parvez,PCS,140-25405,Minor,processing alarm,transaction status unknown,A failure occurred while a transaction was attempting to commit. Failover could not automatically determine instance status.,From Oracle doc: The user must determine the transaction's status manually.,-- not available --
Parvez,PCS,140-25406,Minor,processing alarm,could not generate a connect address,Failover was unable to generate an address for a backup instance.,From Oracle doc: Contact Oracle Customer Support.,-- not available --
Parvez,PCS,140-25407,Minor,processing alarm,connection terminated,The connection was lost while doing a fetch.,From Oracle doc: This is an internally used error message and should not be seen by the user.,-- not available --
Parvez,PCS,140-25408,Minor,processing alarm,can not safely replay call,The connection was lost while doing this call. It may not be safe to replay it after failover.,"From Oracle doc: Check to see if the results of the call have taken place, and then replay it if desired.",-- not available --
Parvez,PCS,140-25425,Minor,processing alarm,connection lost during rollback,The connection was lost while issuing a rollback.,"From Oracle doc: If the transaction is not externally coordinated, then Oracle implicitly rolled back, so no action is required. Otherwise examine PENDING_TRANS$ to determine if ROLLBACK FORCE is required.",-- not available --
Parvez,PCS,140-25426,Minor,processing alarm,remote instance does not support shared dblinks,A shared database link is being used to connect to a remote instance that does not support this feature because it is an older version.,From Oracle doc: Use a normal database link if you need to connect to this instance.,-- not available --
Parvez,PCS,140-25436,Minor,processing alarm,ruleset specified does not exist,"An attempt to access a ruleset was made, but the ruleset referenced does not exist.",From Oracle doc: Look up the correct name of the ruleset in USER_RULESETS.,-- not available --
Parvez,PCS,140-25437,Minor,processing alarm,rule %s does not exist,"An attempt to access a rule was made, which failed because the rule does not exist.","From Oracle doc: Look up the rule in the rules storage table, which can be found from USER_RULESETS.",-- not available --
Parvez,PCS,140-25438,Minor,processing alarm,table specified does not exist,"An attempt to define a ruleset on a table was made, which failed because the rule does not exist.",From Oracle doc: Define rulesets only on existing tables.,-- not available --
Parvez,PCS,140-25440,Minor,processing alarm,duplicate ruleset,"An attempt to define a ruleset was made, which failed because a ruleset with the same name exists in the same schema.",From Oracle doc: Define a ruleset with a different name.,-- not available --
Parvez,PCS,140-25441,Minor,processing alarm,duplicate rule %s,"An attempt to define a rule was made, which failed because a rule with the same name already exists in the same ruleset.",From Oracle doc: Define a rule with a different name.,-- not available --
